ITEM: TIMESTEP
5811
ITEM: NUMBER OF ATOMS
2272
ITEM: BOX BOUNDS pp pp pp
-2.1977204902229017e+00 1.2859395849022266e+02
2.2466831253964842e-02 1.8034138168745997e+01
3.5896127169245312e-02 1.1384103872830766e+01
ITEM: ATOMS id type x y z c_eng
293 1 30.6179 12.4778 3.17616 -4.12178
295 1 30.6179 12.4778 0.339105 -4.12178
299 1 32.4344 13.3578 1.75289 -4.12178
298 1 33.3426 11.5463 3.16905 -4.12179
300 1 33.3426 11.5463 0.331999 -4.12179
303 1 35.1591 12.4263 1.74579 -4.12179
383 1 34.2509 14.2378 3.16668 -4.12179
384 1 34.2509 14.2378 0.329631 -4.12179
304 1 36.9756 13.3062 3.15958 -4.12179
305 1 36.9756 13.3062 0.322525 -4.12179
306 1 37.8838 11.4948 1.73868 -4.12179
388 1 38.7921 14.1862 1.73631 -4.12179
307 1 39.7003 12.3747 3.15247 -4.12179
308 1 39.7003 12.3747 0.315419 -4.12179
310 1 42.4251 11.4432 3.14537 -4.12179
311 1 41.5168 13.2547 1.72921 -4.12179
312 1 42.4251 11.4432 0.308313 -4.12179
394 1 43.3333 14.1346 3.143 -4.12179
395 1 43.3333 14.1346 0.305945 -4.12179
315 1 44.2415 12.3232 1.7221 -4.12179
316 1 46.058 13.2031 3.13589 -4.12179
318 1 46.058 13.2031 0.298839 -4.12179
317 1 46.9663 11.3917 1.715 -4.12179
320 1 48.7827 12.2716 3.12879 -4.12179
321 1 48.7827 12.2716 0.291733 -4.12179
402 1 47.8745 14.0831 1.71263 -4.12179
322 1 51.5075 11.3401 3.12168 -4.12179
324 1 50.5992 13.1516 1.70552 -4.12178
325 1 51.5075 11.3401 0.284628 -4.12179
323 1 53.324 12.2201 1.69842 -4.12177
406 1 52.4157 14.0315 3.11931 -4.12178
407 1 52.4157 14.0315 0.282259 -4.12178
329 1 55.1404 13.1 3.11221 -4.12176
330 1 55.1404 13.1 0.275155 -4.12176
328 1 56.0487 11.2885 1.6913 -4.1212
332 1 57.865 12.1677 3.10505 -4.12178
334 1 57.865 12.1677 0.267996 -4.12178
414 1 56.9567 13.9803 1.68896 -4.12403
333 1 59.6748 13.0606 1.68146 -4.00083
335 1 60.5807 11.2388 3.09886 -3.91525
336 1 60.5807 11.2388 0.261808 -3.91525
419 1 61.5541 13.8644 3.09351 -3.90585
420 1 61.5541 13.8644 0.256456 -3.90585
1379 1 62.9748 11.4405 3.07414 -3.89723
1380 1 62.9748 11.4405 0.237089 -3.89723
1381 1 63.9595 14.0769 3.06856 -3.93741
1382 1 63.9595 14.0769 0.231504 -3.93741
1383 1 64.8433 12.2342 1.64957 -3.91012
1384 1 66.5765 13.1387 3.06534 -3.90988
1385 1 66.5765 13.1387 0.228286 -3.90988
1386 1 67.7404 11.1843 1.63217 -4.10296
1387 1 68.8797 13.046 3.03093 -3.90002
1388 1 68.8797 13.046 0.193882 -3.90002
1389 1 70.6222 12.1269 1.61087 -4.04796
1390 1 72.4264 11.2266 3.02518 -4.11515
1391 1 71.5031 13.9438 3.02784 -4.13901
1392 1 72.4264 11.2266 0.188124 -4.11515
1393 1 71.5031 13.9438 0.190789 -4.13901
1394 1 73.3221 13.0276 1.60441 -4.12547
1395 1 75.1377 12.1145 3.0182 -4.12352
1396 1 75.1377 12.1145 0.181152 -4.12352
1397 1 76.0464 13.9087 1.59731 -4.12074
1398 1 76.9516 11.2022 1.59496 -4.12238
1399 1 77.8588 12.9973 3.01113 -4.12144
1400 1 77.8588 12.9973 0.174081 -4.12144
1401 1 79.6716 12.0856 1.5879 -4.12166
1402 1 80.5779 13.8813 3.00407 -4.12186
1403 1 80.5779 13.8813 0.167019 -4.12186
1404 1 81.4845 11.1739 3.00172 -4.12174
1405 1 81.4845 11.1739 0.164664 -4.12174
1406 1 82.3909 12.9695 1.58084 -4.12181
1407 1 84.2039 12.0578 2.99465 -4.1218
1408 1 85.1104 13.8533 1.57377 -4.12178
1409 1 84.2039 12.0578 0.157601 -4.1218
1410 1 86.0168 11.146 1.57142 -4.12179
1411 1 86.9233 12.9416 2.98759 -4.12179
1412 1 86.9233 12.9416 0.150538 -4.12179
1413 1 88.7363 12.0298 1.56435 -4.12179
1414 1 89.6428 13.8254 2.98053 -4.12179
1415 1 89.6428 13.8254 0.143474 -4.12179
1416 1 90.5492 11.118 2.97817 -4.12179
1417 1 91.4557 12.9136 1.55729 -4.12179
1418 1 90.5492 11.118 0.14112 -4.12179
1419 1 93.2687 12.0018 2.97111 -4.12179
1420 1 93.2687 12.0018 0.134057 -4.12179
1421 1 95.0816 11.0901 1.54787 -4.12179
1422 1 94.1751 13.7974 1.55023 -4.12179
1423 1 95.9881 12.8857 2.96405 -4.12179
1424 1 95.9881 12.8857 0.126994 -4.12179
1425 1 97.8011 11.9739 1.54081 -4.12179
1426 1 98.7075 13.7695 2.95698 -4.12179
1427 1 98.7075 13.7695 0.119931 -4.12179
1428 1 99.614 11.0621 2.95463 -4.12179
1429 1 99.614 11.0621 0.117576 -4.12179
1430 1 100.52 12.8577 1.53375 -4.12179
1431 1 102.333 11.9459 2.94757 -4.12179
1432 1 102.333 11.9459 0.110513 -4.12179
1433 1 104.146 11.0342 1.52433 -4.12179
1434 1 103.24 13.7415 1.52668 -4.12179
1435 1 105.053 12.8297 2.9405 -4.12179
1436 1 105.053 12.8297 0.10345 -4.12179
1437 1 106.866 11.918 1.51727 -4.12179
1438 1 107.772 13.7136 2.93344 -4.12179
1439 1 107.772 13.7136 0.0963875 -4.12179
1440 1 108.679 11.0062 2.93109 -4.12179
1441 1 108.679 11.0062 0.0940332 -4.12179
1442 1 111.398 11.89 2.92402 -4.1218
1443 1 109.585 12.8018 1.5102 -4.12179
1444 1 111.398 11.89 0.0869703 -4.1218
1445 1 112.305 13.6856 1.50314 -4.12177
1446 1 113.211 10.9783 1.50079 -4.12181
1549 1 114.118 12.7739 0.0799077 -4.12174
1981 1 114.118 12.7739 2.91696 -4.12174
1361 1 115.93 11.8621 1.49373 -4.12166
1363 1 117.743 10.9505 2.90754 -4.12144
1450 1 116.837 13.6576 2.9099 -4.122
1451 1 118.651 12.7456 1.48666 -4.12238
2147 1 117.743 10.9505 0.0704916 -4.12144
2204 1 116.837 13.6576 0.0728443 -4.122
1368 1 120.464 11.8333 2.90047 -4.12351
1456 1 121.367 13.6311 1.47961 -4.11917
2150 1 120.464 11.8333 0.063421 -4.12351
1370 1 122.28 10.9202 1.47721 -4.12546
1373 1 124.98 11.8209 1.47075 -4.04801
1458 1 123.176 12.7212 2.8935 -4.11517
2210 1 123.176 12.7212 0.0564491 -4.11517
1378 1 126.722 10.9017 2.88771 -3.90023
2156 1 126.722 10.9017 0.0506593 -3.90023
1462 1 125.931 13.5687 2.88477 -4.02523
1464 1 127.862 12.7638 1.44959 -4.09935
2212 1 125.931 13.5687 0.0477188 -4.02523
4 1 -0.973872 17.9663 1.43684 -4.02516
338 1 -1.7655 15.3149 1.43515 -3.91134
339 1 -0.0245806 16.206 2.85123 -4.03228
8 1 3.59619 17.9517 2.84217 -4.11827
343 1 1.78457 17.0735 1.42838 -4.11535
344 1 2.68274 15.2574 2.84466 -4.1258
347 1 6.32183 17.0216 2.83635 -4.1306
348 1 4.50272 16.139 1.42151 -4.12516
351 1 7.2217 15.2031 1.41092 -4.11587
15 1 8.14998 17.902 1.42122 -4.08319
352 1 9.01759 16.1004 2.80251 -3.99786
355 1 10.9287 16.8115 1.21511 -3.97599
356 1 12.9748 16.2749 2.4789 -3.84133
362 1 15.1752 16.2509 1.73051 -3.96936
360 1 16.98 17.1325 3.20234 -4.08298
361 1 16.98 17.1325 0.365292 -4.08298
30 1 18.8078 18.0126 1.78721 -4.12998
363 1 17.9087 15.3287 1.79411 -4.11622
365 1 19.7209 16.2051 3.20502 -4.11779
366 1 19.7209 16.2051 0.367969 -4.11779
367 1 21.5362 17.0842 1.78137 -4.12104
368 1 22.4433 15.2721 3.19745 -4.12229
370 1 22.4433 15.2721 0.360402 -4.12229
34 1 23.3522 17.964 3.19511 -4.12145
35 1 23.3522 17.964 0.358061 -4.12145
369 1 24.2601 16.1523 1.77421 -4.12199
373 1 26.0767 17.0323 3.188 -4.12185
375 1 26.0767 17.0323 0.350948 -4.12185
374 1 26.985 15.2208 1.76711 -4.12175
42 1 27.8932 17.9123 1.76474 -4.12181
378 1 28.8014 16.1008 3.18089 -4.12177
379 1 28.8014 16.1008 0.343842 -4.12177
46 1 32.4344 17.8607 3.17142 -4.12178
47 1 32.4344 17.8607 0.334368 -4.12178
377 1 30.6179 16.9808 1.75763 -4.12178
381 1 31.5262 15.1693 3.17379 -4.12179
382 1 31.5262 15.1693 0.336736 -4.12179
380 1 33.3426 16.0492 1.75053 -4.12179
385 1 35.1591 16.9292 3.16431 -4.12179
386 1 36.0674 15.1177 1.74342 -4.12179
387 1 35.1591 16.9292 0.327262 -4.12179
51 1 36.9756 17.8092 1.74105 -4.12179
390 1 37.8838 15.9977 3.15721 -4.12179
391 1 37.8838 15.9977 0.320156 -4.12179
389 1 39.7003 16.8776 1.73395 -4.12179
59 1 41.5168 17.7576 3.14773 -4.12179
60 1 41.5168 17.7576 0.310682 -4.12179
392 1 40.6086 15.0662 3.1501 -4.12179
393 1 40.6086 15.0662 0.31305 -4.12179
396 1 42.4251 15.9461 1.72684 -4.12179
397 1 44.2415 16.8261 3.14063 -4.12179
398 1 45.1498 15.0146 1.71973 -4.12179
400 1 44.2415 16.8261 0.303576 -4.12179
64 1 46.058 17.7061 1.71737 -4.12179
399 1 46.9663 15.8946 3.13352 -4.12179
401 1 46.9663 15.8946 0.296471 -4.12179
403 1 48.7827 16.7745 1.71026 -4.12179
404 1 49.691 14.9631 3.12642 -4.12179
405 1 49.691 14.9631 0.289365 -4.12179
71 1 50.5992 17.6545 3.12405 -4.12178
72 1 50.5992 17.6545 0.286996 -4.12178
409 1 51.5075 15.843 1.70315 -4.12179
408 1 53.324 16.723 3.11694 -4.12177
410 1 53.324 16.723 0.279891 -4.12177
76 1 55.1404 17.6029 1.69368 -4.12176
411 1 54.2322 14.9115 1.69605 -4.12187
412 1 56.0487 15.7915 3.10983 -4.1212
413 1 56.0487 15.7915 0.272778 -4.1212
415 1 57.865 16.6706 1.68652 -4.12178
80 1 59.6748 17.5635 3.09999 -4.00083
81 1 59.6748 17.5635 0.262938 -4.00083
416 1 58.7757 14.8589 3.10288 -4.08817
417 1 58.7757 14.8589 0.26583 -4.08817
418 1 60.5807 15.7417 1.68033 -3.91525
1467 1 62.9748 15.9434 1.65561 -3.89723
1468 1 64.8433 16.7371 3.06809 -3.91012
1469 1 64.8433 16.7371 0.231039 -3.91012
1470 1 65.7827 14.9897 1.6449 -3.99193
1471 1 66.5765 17.6417 1.64681 -3.90988
1472 1 67.7404 15.6873 3.05069 -4.10296
1473 1 67.7404 15.6873 0.213642 -4.10296
1474 1 68.8797 17.5489 1.61241 -3.90002
1475 1 69.6709 14.8821 1.61539 -4.02531
1476 1 70.6222 16.6298 3.0294 -4.04796
1477 1 70.6222 16.6298 0.192345 -4.04796
1478 1 72.4264 15.7295 1.60665 -4.11515
1479 1 73.3221 17.5305 3.02294 -4.12547
1480 1 73.3221 17.5305 0.185888 -4.12547
1481 1 74.235 14.8196 3.02054 -4.11917
1482 1 74.235 14.8196 0.183484 -4.11917
1483 1 75.1377 16.6174 1.59968 -4.12352
1484 1 76.9516 15.7051 3.01349 -4.12238
1485 1 76.9516 15.7051 0.176438 -4.12238
1486 1 78.7649 14.7931 1.59025 -4.122
1487 1 77.8588 17.5002 1.59261 -4.12144
1488 1 79.6716 16.5886 3.00642 -4.12166
1489 1 79.6716 16.5886 0.169373 -4.12166
1490 1 81.4845 15.6768 1.58319 -4.12174
1491 1 82.3909 17.4724 2.99936 -4.12181
1492 1 82.3909 17.4724 0.16231 -4.12181
1493 1 83.2974 14.7651 2.99701 -4.12177
1494 1 83.2974 14.7651 0.159955 -4.12177
1495 1 84.2039 16.5607 1.57613 -4.1218
1496 1 86.0168 15.6489 2.98994 -4.12179
1497 1 86.0168 15.6489 0.152892 -4.12179
1498 1 86.9233 17.4445 1.56906 -4.12179
1499 1 87.8298 14.7371 1.56671 -4.12179
1500 1 88.7363 16.5327 2.98288 -4.12179
1501 1 88.7363 16.5327 0.145829 -4.12179
1502 1 91.4557 17.4165 2.97582 -4.12179
1503 1 91.4557 17.4165 0.138765 -4.12179
1504 1 90.5492 15.621 1.55965 -4.12179
1505 1 92.3622 14.7092 2.97346 -4.12179
1506 1 92.3622 14.7092 0.136411 -4.12179
1507 1 93.2687 16.5048 1.55258 -4.12179
1508 1 95.0816 15.593 2.9664 -4.12179
1509 1 95.0816 15.593 0.129348 -4.12179
1510 1 95.9881 17.3886 1.54552 -4.12179
1511 1 96.8946 14.6812 1.54317 -4.12179
1512 1 97.8011 16.4768 2.95934 -4.12179
1513 1 97.8011 16.4768 0.122285 -4.12179
1514 1 99.614 15.565 1.5361 -4.12179
1515 1 100.52 17.3606 2.95227 -4.12179
1516 1 100.52 17.3606 0.115222 -4.12179
1517 1 101.427 14.6533 2.94992 -4.12179
1518 1 101.427 14.6533 0.112868 -4.12179
1519 1 102.333 16.4489 1.52904 -4.12179
1520 1 104.146 15.5371 2.94286 -4.12179
1521 1 104.146 15.5371 0.105805 -4.12179
1522 1 105.053 17.3327 1.52198 -4.12179
1523 1 105.959 14.6253 1.51962 -4.12179
1524 1 106.866 16.4209 2.93579 -4.12179
1525 1 106.866 16.4209 0.0987418 -4.12179
1526 1 108.679 15.5091 1.51256 -4.12179
1527 1 109.585 17.3047 2.92873 -4.12179
1528 1 109.585 17.3047 0.0916789 -4.12179
1529 1 110.492 14.5974 2.92638 -4.12178
1530 1 111.398 16.3929 1.5055 -4.1218
1531 1 110.492 14.5974 0.0893247 -4.12178
1448 1 115.024 14.5694 1.49608 -4.12186
1533 1 113.211 15.4812 2.91931 -4.12181
1534 1 113.211 15.4812 0.0822618 -4.12181
1721 1 114.118 17.2768 1.49843 -4.12174
1453 1 117.743 15.4534 1.48902 -4.12144
1535 1 115.93 16.3651 2.91225 -4.12166
1536 1 118.651 17.2485 2.90519 -4.12238
2261 1 115.93 16.3651 0.0751994 -4.12166
2263 1 118.651 17.2485 0.0681347 -4.12238
1454 1 119.556 14.542 2.90284 -4.12074
2206 1 119.556 14.542 0.0657856 -4.12074
1543 1 120.464 16.3362 1.48195 -4.12351
1460 1 124.099 14.507 1.47231 -4.13902
1457 1 122.28 15.4231 2.89574 -4.12546
1545 1 124.98 16.3238 2.88928 -4.04801
1547 1 123.176 17.2241 1.47498 -4.11517
2208 1 122.28 15.4231 0.0586854 -4.12546
2269 1 124.98 16.3238 0.0522239 -4.04801
1466 1 126.722 15.4046 1.46919 -3.90023
1552 1 127.862 17.2667 2.86811 -4.09935
421 1 -1.7655 1.80615 5.69073 -3.91134
422 1 -0.0245806 2.69727 4.26976 -4.03228
423 1 -0.0245806 2.69727 7.10681 -4.03228
427 1 0.860284 0.86461 5.6866 -4.14166
426 1 2.68274 1.74866 4.26319 -4.1258
428 1 2.68274 1.74866 7.10024 -4.1258
510 1 1.78457 3.56479 5.68395 -4.11535
430 1 5.41006 0.818255 4.25559 -4.11669
431 1 5.41006 0.818255 7.09264 -4.11669
432 1 4.50272 2.63026 5.67709 -4.12516
433 1 7.2217 1.69433 5.66649 -4.11587
516 1 6.32183 3.51287 4.25488 -4.1306
517 1 6.32183 3.51287 7.09193 -4.1306
434 1 9.01759 2.59162 4.22103 -3.99786
435 1 9.01759 2.59162 7.05809 -3.99786
438 1 9.95483 0.771892 5.73012 -3.96944
255 1 12.1553 0.747995 4.98181 -3.84132
439 1 12.9748 2.76615 3.89743 -3.84133
440 1 12.9748 2.76615 6.73448 -3.84133
524 1 10.9287 3.30274 5.47069 -3.97599
441 1 14.2015 0.211407 6.24558 -3.97603
442 1 16.1127 0.922569 4.65809 -3.99799
443 1 16.1127 0.922569 7.49514 -3.99799
444 1 15.1752 2.74218 5.98608 -3.96936
528 1 16.98 3.62373 4.62087 -4.08298
529 1 16.98 3.62373 7.45792 -4.08298
445 1 17.9087 1.81996 6.04969 -4.11622
447 1 19.7209 2.69634 4.62355 -4.11779
448 1 19.7209 2.69634 7.4606 -4.11779
446 1 20.6261 0.883041 6.0391 -4.1233
451 1 22.4433 1.76337 4.61598 -4.12229
452 1 22.4433 1.76337 7.45303 -4.12229
536 1 21.5362 3.57549 6.03695 -4.12104
453 1 24.2601 2.6435 6.02979 -4.12199
455 1 25.1686 0.83216 4.6089 -4.12167
456 1 25.1686 0.83216 7.44595 -4.12167
540 1 26.0767 3.52352 4.60653 -4.12185
541 1 26.0767 3.52352 7.44358 -4.12185
457 1 26.985 1.71209 6.02268 -4.12175
459 1 28.8014 2.59204 4.59942 -4.12177
460 1 28.8014 2.59204 7.43647 -4.12177
458 1 29.7097 0.780552 6.01558 -4.12179
463 1 31.5262 1.66052 4.59231 -4.12179
464 1 31.5262 1.66052 7.42937 -4.12179
545 1 30.6179 3.472 6.01321 -4.12178
465 1 33.3426 2.54048 6.0061 -4.12179
467 1 34.2509 0.729003 4.58521 -4.12179
468 1 34.2509 0.729003 7.42226 -4.12179
469 1 36.0674 1.60896 5.999 -4.12179
553 1 35.1591 3.42044 4.58284 -4.12179
554 1 35.1591 3.42044 7.41989 -4.12179
472 1 38.7921 0.677449 5.99189 -4.12179
473 1 37.8838 2.48893 4.57573 -4.12179
474 1 37.8838 2.48893 7.41279 -4.12179
558 1 39.7003 3.36889 5.98952 -4.12179
475 1 40.6086 1.55741 4.56863 -4.12179
476 1 40.6086 1.55741 7.40568 -4.12179
479 1 42.4251 2.43737 5.98242 -4.12179
477 1 43.3333 0.625895 4.56152 -4.12179
478 1 43.3333 0.625895 7.39857 -4.12179
481 1 45.1498 1.50586 5.97531 -4.12179
565 1 44.2415 3.31734 4.55915 -4.12179
566 1 44.2415 3.31734 7.39621 -4.12179
482 1 46.9663 2.38582 4.55205 -4.12179
483 1 46.9663 2.38582 7.3891 -4.12179
486 1 47.8745 0.574342 5.96821 -4.12179
570 1 48.7827 3.26578 5.96584 -4.12179
487 1 49.691 1.4543 4.54494 -4.12179
488 1 49.691 1.4543 7.38199 -4.12179
491 1 51.5075 2.33427 5.95873 -4.12179
489 1 52.4157 0.522785 4.53784 -4.12178
490 1 52.4157 0.522785 7.37489 -4.12178
574 1 53.324 3.21423 4.53547 -4.12177
575 1 53.324 3.21423 7.37252 -4.12177
493 1 54.2322 1.40276 5.95162 -4.12187
494 1 56.0487 2.2827 4.52836 -4.1212
495 1 56.0487 2.2827 7.36541 -4.1212
498 1 56.9567 0.471596 5.94454 -4.12403
582 1 57.865 3.16182 5.9421 -4.12178
499 1 58.7757 1.35011 4.52141 -4.08817
500 1 58.7757 1.35011 7.35846 -4.08817
502 1 60.5807 2.23295 5.93591 -3.91525
503 1 61.5541 0.355617 4.51203 -3.90585
504 1 61.5541 0.355617 7.34909 -3.90585
1553 1 62.9748 2.43467 5.91119 -3.89723
1556 1 63.9595 0.568143 4.48708 -3.93741
1557 1 63.9595 0.568143 7.32413 -3.93741
1554 1 64.8433 3.22836 4.48662 -3.91012
1555 1 64.8433 3.22836 7.32367 -3.91012
1558 1 65.7827 1.48099 5.90048 -3.99193
1559 1 67.7404 2.17851 4.46922 -4.10296
1560 1 67.7404 2.17851 7.30627 -4.10296
1561 1 69.6709 1.37331 5.87097 -4.02531
1562 1 70.6222 3.12103 4.44792 -4.04796
1563 1 70.6222 3.12103 7.28497 -4.04796
1564 1 71.5031 0.435008 4.44637 -4.13901
1565 1 72.4264 2.22075 5.86223 -4.11515
1566 1 71.5031 0.435008 7.28342 -4.13901
1567 1 74.235 1.31087 4.43906 -4.11917
1568 1 74.235 1.31087 7.27611 -4.11917
1569 1 75.1377 3.10866 5.85526 -4.12352
1570 1 76.0464 0.399995 5.85289 -4.12074
1571 1 76.9516 2.19634 4.43202 -4.12238
1572 1 76.9516 2.19634 7.26907 -4.12238
1573 1 78.7649 1.2844 5.84583 -4.122
1574 1 79.6716 3.07981 4.42495 -4.12166
1575 1 79.6716 3.07981 7.262 -4.12166
1576 1 80.5779 0.372565 4.4226 -4.12186
1577 1 80.5779 0.372565 7.25965 -4.12186
1578 1 81.4845 2.16808 5.83877 -4.12174
1579 1 83.2974 1.25633 4.41553 -4.12177
1580 1 83.2974 1.25633 7.25259 -4.12177
1581 1 85.1104 0.344572 5.82935 -4.12178
1582 1 84.2039 3.05192 5.8317 -4.1218
1583 1 86.0168 2.14015 4.40847 -4.12179
1584 1 86.0168 2.14015 7.24552 -4.12179
1585 1 87.8298 1.22839 5.82229 -4.12179
1586 1 88.7363 3.02396 4.40141 -4.12179
1587 1 88.7363 3.02396 7.23846 -4.12179
1588 1 89.6428 0.316622 4.39905 -4.12179
1589 1 89.6428 0.316622 7.2361 -4.12179
1590 1 90.5492 2.1122 5.81522 -4.12179
1591 1 92.3622 1.20043 4.39199 -4.12179
1592 1 92.3622 1.20043 7.22904 -4.12179
1593 1 93.2687 2.99601 5.80816 -4.12179
1594 1 95.0816 2.08424 4.38493 -4.12179
1595 1 94.1751 0.288668 5.80581 -4.12179
1596 1 95.0816 2.08424 7.22198 -4.12179
1597 1 96.8946 1.17248 5.79874 -4.12179
1598 1 97.8011 2.96806 4.37786 -4.12179
1599 1 97.8011 2.96806 7.21491 -4.12179
1600 1 98.7075 0.260714 4.37551 -4.12179
1601 1 98.7075 0.260714 7.21256 -4.12179
1602 1 99.614 2.05629 5.79168 -4.12179
1603 1 101.427 1.14453 4.36845 -4.12179
1604 1 101.427 1.14453 7.2055 -4.12179
1605 1 102.333 2.9401 5.78462 -4.12179
1606 1 104.146 2.02834 4.36138 -4.12179
1607 1 103.24 0.232761 5.78226 -4.12179
1608 1 104.146 2.02834 7.19843 -4.12179
1609 1 105.959 1.11657 5.7752 -4.12179
1610 1 107.772 0.204807 4.35197 -4.12179
1611 1 106.866 2.91215 4.35432 -4.12179
1612 1 107.772 0.204807 7.18902 -4.12179
1613 1 106.866 2.91215 7.19137 -4.12179
1614 1 108.679 2.00038 5.76814 -4.12179
1615 1 110.492 1.08862 4.3449 -4.12178
1616 1 111.398 2.88419 5.76107 -4.1218
1617 1 110.492 1.08862 7.18195 -4.12178
1618 1 112.305 0.176862 5.75872 -4.12177
1619 1 113.211 1.97242 4.33784 -4.12181
1620 1 113.211 1.97242 7.17489 -4.12181
1964 1 115.024 1.06063 5.75166 -4.12186
1188 1 115.93 2.8563 4.33078 -4.12166
1537 1 116.837 0.1488 4.32842 -4.122
1621 1 115.93 2.8563 7.16783 -4.12166
1622 1 117.743 1.94465 5.7446 -4.12144
1970 1 116.837 0.1488 7.16547 -4.122
1539 1 119.556 1.0332 4.32136 -4.12074
1627 1 120.464 2.82745 5.73752 -4.12351
1972 1 119.556 1.0332 7.15842 -4.12074
1973 1 121.367 0.122327 5.73519 -4.11917
1197 1 122.28 1.91437 4.31426 -4.12546
1199 1 124.98 2.81508 4.3078 -4.04801
1630 1 122.28 1.91437 7.15132 -4.12546
1632 1 124.98 2.81508 7.14485 -4.04801
1976 1 124.099 0.998199 5.72789 -4.13902
1636 1 126.722 1.89587 5.72476 -3.90023
1550 1 125.931 0.0598972 4.3033 -4.02523
1982 1 125.931 0.0598972 7.14035 -4.02523
507 1 -0.973872 4.45758 5.69241 -4.02516
508 1 -1.7655 6.30906 4.27221 -3.91134
509 1 -1.7655 6.30906 7.10926 -3.91134
511 1 0.860284 5.36753 4.26807 -4.14166
512 1 0.860284 5.36753 7.10512 -4.14166
589 1 -0.0245806 7.20019 5.68828 -4.03228
513 1 2.68274 6.25158 5.68171 -4.1258
514 1 3.59619 4.44292 4.2607 -4.11827
515 1 3.59619 4.44292 7.09775 -4.11827
518 1 5.41006 5.32117 5.67411 -4.11669
520 1 7.2217 6.19725 4.24797 -4.11587
521 1 7.2217 6.19725 7.08502 -4.11587
597 1 4.50272 7.13317 4.25857 -4.12516
598 1 4.50272 7.13317 7.09562 -4.12516
519 1 8.14998 4.3932 5.67679 -4.08319
522 1 9.95483 5.27481 4.31159 -3.96944
523 1 9.95483 5.27481 7.14864 -3.96944
602 1 9.01759 7.09454 5.63956 -3.99786
337 1 12.1553 5.25091 6.40034 -3.84132
525 1 14.2015 4.71432 4.82706 -3.97603
530 1 16.1127 5.42549 6.07661 -3.99799
531 1 17.9087 6.32288 4.63117 -4.11622
532 1 17.9087 6.32288 7.46822 -4.11622
534 1 18.8078 4.50389 6.04279 -4.12998
614 1 19.7209 7.19926 6.04207 -4.11779
533 1 20.6261 5.38596 4.62058 -4.1233
535 1 20.6261 5.38596 7.45763 -4.1233
539 1 22.4433 6.26629 6.03451 -4.12229
537 1 23.3522 4.45521 4.61364 -4.12145
538 1 23.3522 4.45521 7.45069 -4.12145
542 1 25.1686 5.33508 6.02742 -4.12167
618 1 24.2601 7.14642 4.61126 -4.12199
619 1 24.2601 7.14642 7.44831 -4.12199
543 1 26.985 6.21501 4.60416 -4.12175
544 1 26.985 6.21501 7.44121 -4.12175
546 1 27.8932 4.4035 6.02031 -4.12181
626 1 28.8014 7.09496 6.01795 -4.12177
547 1 29.7097 5.28347 4.59705 -4.12179
548 1 29.7097 5.28347 7.4341 -4.12179
549 1 32.4344 4.35196 4.58995 -4.12178
550 1 32.4344 4.35196 7.427 -4.12178
551 1 31.5262 6.16343 6.01084 -4.12179
632 1 33.3426 7.0434 4.58758 -4.12179
633 1 33.3426 7.0434 7.42463 -4.12179
552 1 34.2509 5.23192 6.00373 -4.12179
556 1 36.0674 6.11188 4.58047 -4.12179
557 1 36.0674 6.11188 7.41752 -4.12179
555 1 36.9756 4.3004 5.99663 -4.12179
559 1 38.7921 5.18037 4.57337 -4.12179
560 1 38.7921 5.18037 7.41042 -4.12179
640 1 37.8838 6.99184 5.99426 -4.12179
561 1 40.6086 6.06033 5.98715 -4.12179
562 1 41.5168 4.24885 4.56626 -4.12179
563 1 41.5168 4.24885 7.40331 -4.12179
644 1 42.4251 6.94029 4.56389 -4.12179
645 1 42.4251 6.94029 7.40094 -4.12179
564 1 43.3333 5.12881 5.98005 -4.12179
568 1 45.1498 6.00878 4.55679 -4.12179
569 1 45.1498 6.00878 7.39384 -4.12179
567 1 46.058 4.1973 5.97294 -4.12179
571 1 47.8745 5.07726 4.54968 -4.12179
572 1 47.8745 5.07726 7.38673 -4.12179
649 1 46.9663 6.88874 5.97057 -4.12179
573 1 49.691 5.95722 5.96347 -4.12179
576 1 50.5992 4.14574 4.54257 -4.12178
577 1 50.5992 4.14574 7.37963 -4.12178
656 1 51.5075 6.83718 4.54021 -4.12179
657 1 51.5075 6.83718 7.37726 -4.12179
578 1 52.4157 5.0257 5.95636 -4.12178
579 1 55.1404 4.09415 5.94926 -4.12176
580 1 54.2322 5.90568 4.5331 -4.12187
581 1 54.2322 5.90568 7.37015 -4.12187
662 1 56.0487 6.78562 5.94688 -4.1212
583 1 56.9567 4.97451 4.52601 -4.12403
584 1 56.9567 4.97451 7.36306 -4.12403
585 1 59.6748 4.05472 4.51852 -4.00083
586 1 59.6748 4.05472 7.35557 -4.00083
587 1 58.7757 5.85303 5.93993 -4.08817
588 1 61.5541 4.85853 5.93056 -3.90585
669 1 60.5807 6.73587 4.51739 -3.91525
670 1 60.5807 6.73587 7.35444 -3.91525
1639 1 62.9748 6.93759 4.49267 -3.89723
1640 1 62.9748 6.93759 7.32972 -3.89723
1641 1 63.9595 5.07106 5.90561 -3.93741
1643 1 65.7827 5.98391 4.48195 -3.99193
1644 1 65.7827 5.98391 7.319 -3.99193
1642 1 66.5765 4.1329 5.90239 -3.90988
1645 1 67.7404 6.68142 5.88775 -4.10296
1646 1 68.8797 4.04012 5.86799 -3.90002
