ITEM: TIMESTEP
13225
ITEM: NUMBER OF ATOMS
2927
ITEM: BOX BOUNDS pp pp pp
-2.0174776239694991e+00 1.3559208562396901e+02
1.7541432723851027e-02 2.2244893567276108e+01
7.8240202608196047e-03 1.0552175979739211e+01
ITEM: ATOMS id type x y z c_eng
2687 1 101.386 11.5322 0.332502 -4.44982
1714 1 103.057 12.0784 2.08989 -4.44982
1644 1 105.285 10.9545 2.08989 -4.44982
2618 1 103.614 10.4082 0.332502 -4.44982
2691 1 104.728 12.6247 0.332502 -4.44982
1646 1 107.514 9.83052 2.08989 -4.44982
2692 1 106.957 11.5007 0.332502 -4.44982
1720 1 108.628 12.047 2.08989 -4.44982
2623 1 109.185 10.3768 0.332502 -4.44982
1649 1 110.856 10.923 2.08989 -4.44982
2697 1 110.299 12.5932 0.332502 -4.44982
1651 1 113.084 9.79904 2.08989 -4.44982
1726 1 114.198 12.0155 2.08989 -4.44982
2698 1 112.527 11.4692 0.332502 -4.44982
2628 1 114.755 10.3453 0.332502 -4.44982
1654 1 116.426 10.8915 2.08989 -4.44982
2703 1 115.869 12.5617 0.332502 -4.44982
1656 1 118.654 9.76755 2.08989 -4.44982
1731 1 119.768 11.984 2.08989 -4.44982
2632 1 120.326 10.3138 0.332502 -4.44983
2633 1 118.097 11.4377 0.332502 -4.44982
1660 1 121.997 10.86 2.08989 -4.44983
2708 1 121.44 12.5302 0.332502 -4.4498
2639 1 123.668 11.4063 0.332502 -4.44977
1662 1 124.225 9.73598 2.08989 -4.44988
1736 1 125.339 11.9526 2.08989 -4.44971
2638 1 125.895 10.2824 0.332502 -4.44969
1667 1 127.566 10.829 2.08989 -4.44956
2643 1 129.24 11.3746 0.332502 -4.45023
2713 1 127.011 12.4986 0.332502 -4.45
1669 1 129.793 9.70602 2.08989 -4.44682
1741 1 130.915 11.9168 2.08989 -4.44993
2645 1 131.468 10.2496 0.332502 -4.43607
2719 1 132.568 12.4718 0.332502 -4.42145
1673 1 133.156 10.785 2.08989 -4.3377
2649 1 134.766 11.2923 0.332502 -4.19289
280 1 -0.113002 14.0376 2.08989 -4.24515
281 1 -0.715275 15.6711 0.332502 -4.1622
282 1 -1.74775 13.5215 0.332502 -4.18994
216 1 1.99138 12.8896 2.08989 -4.15687
283 1 1.98949 14.6709 0.332502 -4.48515
284 1 4.09932 13.9715 2.08989 -4.35404
285 1 4.66874 15.6041 0.332502 -4.37744
286 1 5.7854 13.3909 0.332502 -4.44291
287 1 6.34976 15.0536 2.08989 -4.43718
220 1 7.47402 12.8267 2.08989 -4.44419
288 1 8.02403 14.4851 0.332502 -4.45016
289 1 9.70174 13.9171 2.08989 -4.44876
290 1 10.2576 15.5784 0.332502 -4.45017
291 1 11.3746 13.3465 0.332502 -4.44992
292 1 11.9328 15.0093 2.08989 -4.44955
226 1 13.0484 12.7769 2.08989 -4.44988
293 1 13.6067 14.4395 0.332502 -4.44981
295 1 15.2807 13.8699 2.08989 -4.44984
294 1 15.8388 15.5323 0.332502 -4.44981
296 1 16.9548 13.3003 0.332502 -4.44982
297 1 17.5129 14.9628 2.08989 -4.44982
232 1 18.629 12.7308 2.08989 -4.44981
298 1 19.187 14.3932 0.332502 -4.44982
300 1 20.8612 13.8236 2.08989 -4.44981
299 1 21.4192 15.4861 0.332502 -4.44982
302 1 22.5353 13.2541 0.332502 -4.44981
303 1 23.0934 14.9165 2.08989 -4.44981
304 1 24.7675 14.3469 0.332502 -4.44981
306 1 26.9997 15.4398 0.332502 -4.44981
307 1 26.4416 13.7774 2.08989 -4.44981
308 1 28.1158 13.2078 0.332502 -4.44981
309 1 28.6738 14.8702 2.08989 -4.44981
310 1 30.3479 14.3007 0.332502 -4.44981
312 1 32.0221 13.7311 2.08989 -4.44981
313 1 32.5801 15.3935 0.332502 -4.44981
314 1 33.6962 13.1615 0.332502 -4.44981
315 1 34.2542 14.824 2.08989 -4.44981
316 1 35.9284 14.2544 0.332502 -4.44981
318 1 37.6025 13.6848 2.08989 -4.44981
319 1 38.1605 15.3472 0.332502 -4.44981
320 1 39.2767 13.1153 0.332502 -4.44981
321 1 39.8347 14.7777 2.08989 -4.44981
322 1 41.5088 14.2081 0.332502 -4.44981
323 1 42.0668 15.8705 2.08989 -4.44981
324 1 43.741 15.3009 0.332502 -4.44981
325 1 43.183 13.6386 2.08989 -4.44981
326 1 44.8573 13.069 0.332502 -4.44981
327 1 45.4152 14.7314 2.08989 -4.44981
328 1 47.0895 14.1619 0.332502 -4.44981
329 1 47.6473 15.8242 2.0899 -4.44981
330 1 48.7638 13.5924 2.08991 -4.44981
331 1 49.3216 15.2547 0.332502 -4.44982
332 1 50.4381 13.0229 0.332502 -4.44979
333 1 50.996 14.6853 2.08993 -4.44981
334 1 52.6702 14.1159 0.332502 -4.44975
336 1 53.2281 15.7782 2.08998 -4.44982
335 1 54.3448 13.5466 2.08978 -4.44973
337 1 54.9022 15.2089 0.332502 -4.44963
338 1 56.0201 12.9777 0.332502 -4.44995
339 1 56.577 14.6396 2.08941 -4.4495
340 1 58.2542 14.0712 0.332502 -4.45001
343 1 58.809 15.7321 2.08837 -4.44891
341 1 60.4915 15.1642 0.332502 -4.44909
342 1 59.9321 13.5043 2.08843 -4.45218
344 1 61.6014 12.9356 0.332502 -4.44575
345 1 62.1786 14.6027 2.09025 -4.452
346 1 63.8326 14.0308 0.332502 -4.41938
349 1 64.4577 15.6978 2.12256 -4.35069
347 1 65.4874 13.4324 2.09821 -4.28498
348 1 66.0305 15.1682 0.332502 -4.18726
1678 1 67.6285 14.644 2.1073 -4.2561
2650 1 67.1044 12.9116 0.332502 -4.20114
2652 1 69.3268 14.0552 0.332502 -4.36489
1746 1 69.8615 15.6592 2.13707 -4.2962
1680 1 70.8127 13.4573 2.14218 -4.16702
2722 1 71.9526 14.9271 0.332502 -4.48934
1681 1 73.0756 13.3823 2.08365 -4.17717
1750 1 74.0597 15.5697 2.08805 -4.36078
2659 1 74.635 13.9285 0.332502 -4.3748
1686 1 76.3135 14.4551 2.08911 -4.43808
2660 1 76.8721 12.7866 0.332502 -4.45189
1687 1 78.5442 13.33 2.08969 -4.45018
2730 1 77.9882 14.9992 0.332502 -4.4494
1756 1 79.6627 15.5439 2.09004 -4.44895
2664 1 80.2174 13.8751 0.332502 -4.44995
1691 1 81.8897 14.4207 2.08999 -4.44959
2667 1 82.4459 12.751 0.332502 -4.44986
1694 1 84.1176 13.2969 2.08993 -4.44976
2736 1 83.5609 14.967 0.332502 -4.44984
1763 1 85.2321 15.5132 2.0899 -4.44984
2671 1 85.7889 13.8431 0.332502 -4.44982
1697 1 87.4602 14.3893 2.08989 -4.44982
2673 1 88.0171 12.7191 0.332502 -4.44982
1700 1 89.6883 13.2653 2.08989 -4.44982
2741 1 89.1314 14.9355 0.332502 -4.44982
1769 1 90.8026 15.4817 2.08989 -4.44981
2677 1 91.3595 13.8115 0.332502 -4.44982
1703 1 93.0307 14.3578 2.08989 -4.44982
1705 1 95.2588 13.2339 2.08989 -4.44982
1774 1 96.3729 15.4503 2.08989 -4.44982
2747 1 94.7018 14.904 0.332502 -4.44982
2683 1 96.9299 13.7801 0.332502 -4.44982
1709 1 98.601 14.3264 2.08989 -4.44982
2754 1 100.272 14.8726 0.332502 -4.44982
1711 1 100.829 13.2024 2.08989 -4.44982
1781 1 101.943 15.4189 2.08989 -4.44982
2688 1 102.5 13.7486 0.332502 -4.44982
1715 1 104.171 14.2949 2.08989 -4.44982
2760 1 105.842 14.8411 0.332502 -4.44982
1718 1 106.4 13.1709 2.08989 -4.44982
1787 1 107.514 15.3874 2.08989 -4.44982
2694 1 108.071 13.7172 0.332502 -4.44982
1721 1 109.742 14.2634 2.08989 -4.44982
2766 1 111.413 14.8096 0.332502 -4.44982
1724 1 111.97 13.1394 2.08989 -4.44982
1793 1 113.084 15.3559 2.08989 -4.44982
2700 1 113.641 13.6857 0.332502 -4.44982
1728 1 115.312 14.2319 2.08989 -4.44982
2772 1 116.983 14.7782 0.332502 -4.44982
1729 1 117.54 13.1079 2.08989 -4.44982
1799 1 118.654 15.3244 2.08989 -4.44982
2705 1 119.211 13.6542 0.332502 -4.44981
2776 1 120.325 15.8706 0.332502 -4.44983
1733 1 120.883 14.2004 2.08989 -4.44981
1734 1 123.111 13.0765 2.08989 -4.44979
2778 1 122.554 14.7466 0.332502 -4.44984
1805 1 124.225 15.2928 2.08989 -4.44988
2710 1 124.782 13.6226 0.332502 -4.44988
1737 1 126.453 14.1686 2.08989 -4.45009
2781 1 125.895 15.8393 0.332502 -4.44969
1739 1 128.683 13.0438 2.08989 -4.45099
2784 1 128.123 14.7155 0.332502 -4.44957
1742 1 132.014 14.1426 2.08989 -4.41254
1811 1 129.793 15.2629 2.08989 -4.44682
2716 1 130.348 13.5918 0.332502 -4.44647
2787 1 131.468 15.8065 0.332502 -4.43607
1744 1 134.231 13.0475 2.08989 -4.29412
2789 1 133.727 14.6897 0.332502 -4.2371
350 1 0.874694 16.2166 2.08989 -4.12212
351 1 -1.25181 17.3529 2.08989 -4.24872
352 1 0.470254 17.9138 0.332502 -4.31837
354 1 3.12321 16.1776 2.08989 -4.1585
355 1 1.99138 18.4465 2.08989 -4.15687
356 1 3.52437 17.868 0.332502 -4.35604
357 1 5.26044 17.3017 2.08989 -4.40473
358 1 5.7854 18.9477 0.332502 -4.44291
359 1 6.90863 16.7146 0.332502 -4.45234
360 1 8.58264 16.1476 2.08989 -4.45011
361 1 7.47402 18.3836 2.08989 -4.44419
362 1 9.14241 17.81 0.332502 -4.4506
363 1 10.8158 17.2408 2.08989 -4.45
364 1 11.3746 18.9034 0.332502 -4.44992
365 1 12.4902 16.6714 0.332502 -4.44989
366 1 13.0484 18.3338 2.08989 -4.44988
367 1 14.1647 16.102 2.08989 -4.44974
368 1 14.7226 17.7643 0.332502 -4.44984
369 1 16.3968 17.1948 2.08989 -4.4498
370 1 16.9548 18.8572 0.332502 -4.44982
371 1 18.071 16.6252 0.332502 -4.44981
372 1 18.629 18.2876 2.08989 -4.44981
301 1 19.7451 16.0556 2.08989 -4.44982
373 1 20.3031 17.7181 0.332502 -4.44981
374 1 21.9773 17.1485 2.08989 -4.44981
375 1 22.5353 18.8109 0.332502 -4.44981
376 1 23.6514 16.5789 0.332502 -4.44981
377 1 24.2095 18.2414 2.08989 -4.44981
305 1 25.3255 16.0094 2.08989 -4.44981
378 1 25.8836 17.6718 0.332502 -4.44981
379 1 27.5577 17.1022 2.08989 -4.44981
380 1 28.1158 18.7647 0.332502 -4.44981
381 1 29.2319 16.5327 0.332502 -4.44981
382 1 29.7899 18.1951 2.08989 -4.44981
311 1 30.906 15.9631 2.08989 -4.44981
383 1 31.464 17.6255 0.332502 -4.44981
384 1 33.6962 18.7184 0.332502 -4.44981
385 1 33.1382 17.056 2.08989 -4.44981
386 1 34.8123 16.4864 0.332502 -4.44981
387 1 35.3703 18.1488 2.08989 -4.44981
317 1 36.4864 15.9168 2.08989 -4.44981
388 1 37.0444 17.5793 0.332502 -4.44981
390 1 38.7186 17.0097 2.08989 -4.44981
389 1 39.2766 18.6721 0.332502 -4.44981
392 1 40.3927 16.4401 0.332502 -4.44981
393 1 40.9507 18.1025 2.08989 -4.44981
394 1 42.6248 17.5329 0.332502 -4.44981
395 1 44.2989 16.9633 2.08989 -4.44981
396 1 44.8569 18.6258 0.332502 -4.44981
398 1 45.9731 16.3938 0.332502 -4.44981
399 1 46.531 18.0562 2.08989 -4.44981
400 1 48.2052 17.4866 0.332502 -4.44981
401 1 49.8795 16.917 2.08991 -4.44981
402 1 50.4373 18.5794 0.332502 -4.44981
403 1 51.5538 16.3476 0.332502 -4.44983
405 1 52.1115 18.0099 2.08995 -4.4498
406 1 53.7858 17.4405 0.332502 -4.44984
408 1 55.4603 16.8712 2.09002 -4.44986
409 1 56.0179 18.5333 0.332502 -4.44982
410 1 57.134 16.3019 0.332502 -4.44932
411 1 57.6929 17.9641 2.08985 -4.45001
412 1 59.3659 17.3945 0.332502 -4.44828
414 1 61.6011 18.4823 0.332502 -4.44759
415 1 61.04 16.8229 2.0864 -4.44521
413 1 59.9272 19.0568 2.08879 -4.45108
416 1 62.7336 16.2499 0.332502 -4.43908
417 1 63.2677 17.9056 2.09504 -4.41173
418 1 64.9589 17.3311 0.332502 -4.22367
419 1 65.4875 18.9714 2.09647 -4.29919
2721 1 68.1778 16.2485 0.332502 -4.19611
2792 1 67.0977 18.4246 0.332502 -4.20428
1819 1 68.6511 17.8368 2.12155 -4.30551
2724 1 70.4238 17.2821 0.332502 -4.33774
1821 1 70.824 18.9761 2.07252 -4.16417
1748 1 71.9662 16.7185 2.0877 -4.15527
2726 1 73.5105 17.2328 0.332502 -4.34581
1823 1 73.0838 18.9311 2.08928 -4.17397
1753 1 75.2279 17.7779 2.08838 -4.4074
2727 1 75.7553 16.123 0.332502 -4.44177
2800 1 76.8751 18.3416 0.332502 -4.45163
1754 1 77.4389 16.6652 2.08961 -4.44517
1827 1 78.5463 18.8852 2.08981 -4.45033
2732 1 79.1049 17.2153 0.332502 -4.45051
1759 1 80.7756 17.7611 2.08997 -4.45003
2733 1 81.3329 16.091 0.332502 -4.44995
2806 1 82.4473 18.3071 0.332502 -4.44985
1760 1 83.004 16.6371 2.08992 -4.44989
1833 1 84.1186 18.8533 2.08991 -4.44975
2737 1 84.6753 17.1833 0.332502 -4.44983
1765 1 86.3465 17.7295 2.08989 -4.4498
2739 1 86.9034 16.0594 0.332502 -4.44982
1767 1 88.5745 16.6056 2.08989 -4.44981
2811 1 88.0176 18.2758 0.332502 -4.44981
1838 1 89.6886 18.8221 2.08989 -4.44982
2743 1 90.2456 17.1519 0.332502 -4.44982
1770 1 91.9167 17.6982 2.08989 -4.44982
2746 1 92.4737 16.028 0.332502 -4.44982
2816 1 93.5877 18.2445 0.332502 -4.44982
1773 1 94.1448 16.5742 2.08989 -4.44982
1842 1 95.2588 18.7907 2.08989 -4.44982
2750 1 95.8159 17.1205 0.332502 -4.44982
1777 1 97.4869 17.6668 2.08989 -4.44982
2751 1 98.044 15.9966 0.332502 -4.44982
2821 1 99.158 18.213 0.332502 -4.44982
1778 1 99.7151 16.5428 2.08989 -4.44982
1847 1 100.829 18.7593 2.08989 -4.44982
2755 1 101.386 17.0891 0.332502 -4.44982
1784 1 103.057 17.6353 2.08989 -4.44982
1783 1 105.285 16.5113 2.08989 -4.44982
2757 1 103.614 15.9651 0.332502 -4.44982
2826 1 104.728 18.1816 0.332502 -4.44982
1852 1 106.399 18.7278 2.08989 -4.44982
2761 1 106.957 17.0576 0.332502 -4.44982
1788 1 108.628 17.6038 2.08989 -4.44982
2764 1 109.185 15.9336 0.332502 -4.44982
1790 1 110.856 16.4799 2.08989 -4.44982
2832 1 110.299 18.1501 0.332502 -4.44982
1859 1 111.97 18.6963 2.08989 -4.44982
2770 1 114.755 15.9021 0.332502 -4.44982
1794 1 114.198 17.5723 2.08989 -4.44982
2768 1 112.527 17.0261 0.332502 -4.44982
1796 1 116.426 16.4484 2.08989 -4.44982
2838 1 115.869 18.1186 0.332502 -4.44982
1865 1 117.54 18.6648 2.08989 -4.44982
1800 1 119.768 17.5408 2.08989 -4.44982
2774 1 118.097 16.9946 0.332502 -4.44982
1802 1 121.997 16.4168 2.08989 -4.44983
1871 1 123.111 18.6333 2.08989 -4.44979
2844 1 121.44 18.0871 0.332502 -4.4498
2780 1 123.668 16.9631 0.332502 -4.44977
1807 1 125.339 17.5095 2.08989 -4.44971
1809 1 127.566 16.3858 2.08989 -4.44956
1877 1 128.683 18.6007 2.08989 -4.45099
2785 1 129.24 16.9314 0.332502 -4.45023
2850 1 127.011 18.0554 0.332502 -4.45
1813 1 130.915 17.4737 2.08989 -4.44993
2857 1 132.568 18.0286 0.332502 -4.42145
1816 1 133.156 16.3419 2.08989 -4.3377
1882 1 134.231 18.6044 2.08989 -4.29412
2790 1 134.766 16.8492 0.332502 -4.19289
353 1 -1.74775 19.0784 0.332502 -4.18994
420 1 -0.113002 19.5944 2.08989 -4.24515
421 1 -0.715276 21.2279 0.332502 -4.1622
422 1 0.874693 21.7734 2.08989 -4.12212
424 1 1.98949 20.2277 0.332502 -4.48515
425 1 3.12321 21.7344 2.08989 -4.1585
423 1 4.09932 19.5283 2.08989 -4.35404
426 1 4.66874 21.161 0.332502 -4.37744
428 1 6.34976 20.6105 2.08989 -4.43718
430 1 8.02402 20.0419 0.332502 -4.45016
431 1 8.58264 21.7044 2.08989 -4.45011
429 1 9.70174 19.4739 2.08989 -4.44876
432 1 10.2576 21.1353 0.332502 -4.45017
433 1 11.9328 20.5661 2.08989 -4.44955
434 1 12.4902 22.2282 0.332502 -4.44989
435 1 15.2807 19.4267 2.08989 -4.44984
436 1 13.6067 19.9963 0.332502 -4.44981
437 1 14.1647 21.6588 2.08989 -4.44974
438 1 15.8388 21.0892 0.332502 -4.44981
439 1 18.071 22.182 0.332502 -4.44981
440 1 17.5129 20.5196 2.08989 -4.44982
441 1 19.187 19.95 0.332502 -4.44982
442 1 20.8612 19.3805 2.08989 -4.44981
443 1 19.7451 21.6125 2.08989 -4.44982
444 1 21.4192 21.0429 0.332502 -4.44982
445 1 23.0934 20.4734 2.08989 -4.44981
446 1 23.6514 22.1358 0.332502 -4.44981
447 1 24.7675 19.9038 0.332502 -4.44981
448 1 26.4417 19.3342 2.08989 -4.44981
449 1 25.3256 21.5662 2.08989 -4.44981
450 1 26.9997 20.9967 0.332502 -4.44981
451 1 28.6738 20.4271 2.08989 -4.44981
452 1 29.2319 22.0895 0.332502 -4.44982
453 1 30.348 19.8575 0.332502 -4.44982
454 1 30.906 21.52 2.08989 -4.44982
455 1 32.0221 19.288 2.08989 -4.44981
456 1 32.5802 20.9504 0.332502 -4.44982
457 1 34.2543 20.3808 2.08989 -4.44982
458 1 34.8124 22.0433 0.332502 -4.44982
459 1 35.9284 19.8113 0.332502 -4.44981
460 1 36.4865 21.4737 2.08989 -4.44982
391 1 37.6025 19.2417 2.08989 -4.44981
461 1 38.1606 20.9041 0.332502 -4.44982
462 1 39.8347 20.3346 2.08989 -4.44981
463 1 40.3928 21.997 0.332502 -4.44982
464 1 41.5087 19.765 0.332502 -4.44981
465 1 42.0668 21.4274 2.08989 -4.44981
397 1 43.1828 19.1954 2.08989 -4.44981
466 1 43.7409 20.8578 0.332502 -4.44981
467 1 45.4149 20.2882 2.08989 -4.44981
468 1 45.973 21.9506 0.332502 -4.44981
469 1 47.089 19.7186 0.332502 -4.44981
470 1 47.647 21.381 2.08989 -4.44981
404 1 48.7631 19.149 2.08989 -4.44981
471 1 49.3211 20.8114 0.332502 -4.44981
472 1 51.5531 21.9042 0.332502 -4.44982
473 1 50.9952 20.2418 2.08991 -4.44982
474 1 52.6693 19.6722 0.332502 -4.44981
475 1 53.2272 21.3345 2.08995 -4.44984
407 1 54.3435 19.1026 2.09003 -4.44976
477 1 54.9011 20.7649 0.332502 -4.44978
478 1 56.5753 20.1951 2.09005 -4.44958
479 1 57.1328 21.8573 0.332502 -4.44961
480 1 58.2501 19.6257 0.332502 -4.44944
481 1 58.8067 21.2867 2.08966 -4.44932
482 1 60.4839 20.7157 0.332502 -4.44955
484 1 62.1658 20.1501 2.08885 -4.45116
485 1 62.7128 21.8081 0.332502 -4.43369
486 1 63.8236 19.5715 0.332502 -4.42101
487 1 64.4138 21.2515 2.08743 -4.3355
488 1 66.032 20.7093 0.332502 -4.21135
1820 1 67.6494 20.1554 2.08917 -4.28042
2861 1 68.178 21.8043 0.332502 -4.22001
2794 1 69.2972 19.5568 0.332502 -4.33828
1886 1 69.8914 21.2088 2.07116 -4.318
2797 1 71.9871 20.4988 0.332502 -4.49426
1890 1 74.0631 21.1242 2.0884 -4.36552
2799 1 74.6375 19.4824 0.332502 -4.37899
2867 1 75.7593 21.6779 0.332502 -4.44301
1826 1 76.3162 20.0102 2.08862 -4.43839
1894 1 77.4416 22.2211 2.08978 -4.44501
2803 1 77.991 20.5547 0.332502 -4.44918
1896 1 79.6645 21.0999 2.09007 -4.44886
2804 1 80.2192 19.4308 0.332502 -4.44997
2873 1 81.3339 21.6474 0.332502 -4.44996
1830 1 81.8911 19.9769 2.08998 -4.44957
1900 1 83.0044 22.1939 2.08992 -4.44991
2807 1 83.5617 20.5235 0.332502 -4.44983
1903 1 85.2325 21.07 2.08989 -4.44985
2809 1 85.7896 19.3997 0.332502 -4.44981
1835 1 87.4606 19.946 2.08989 -4.44982
2880 1 86.9035 21.6163 0.332502 -4.44982
1906 1 88.5745 22.1626 2.08989 -4.44981
2812 1 89.1316 20.4924 0.332502 -4.44982
1909 1 90.8026 21.0387 2.08989 -4.44982
2814 1 91.3596 19.3684 0.332502 -4.44982
1840 1 93.0307 19.9147 2.08989 -4.44982
2886 1 92.4736 21.5849 0.332502 -4.44982
1914 1 94.1446 22.1312 2.08989 -4.44982
1913 1 96.3728 21.0072 2.08989 -4.44982
2818 1 94.7017 20.461 0.332502 -4.44982
2819 1 96.9299 19.337 0.332502 -4.44982
1845 1 98.6009 19.8833 2.08989 -4.44982
2891 1 98.0438 21.5535 0.332502 -4.44982
1920 1 99.7149 22.0997 2.08989 -4.44982
2823 1 100.272 20.4295 0.332502 -4.44982
1919 1 101.943 20.9757 2.08989 -4.44982
2824 1 102.5 19.3055 0.332502 -4.44982
1924 1 105.285 22.0682 2.08989 -4.44982
1850 1 104.171 19.8518 2.08989 -4.44982
2897 1 103.614 21.522 0.332502 -4.44982
2828 1 105.842 20.398 0.332502 -4.44982
1855 1 107.514 20.9442 2.08989 -4.44982
2829 1 108.071 19.274 0.332502 -4.44982
2903 1 109.185 21.4905 0.332502 -4.44982
1856 1 109.742 19.8203 2.08989 -4.44982
1930 1 110.856 22.0367 2.08989 -4.44982
2833 1 111.413 20.3665 0.332502 -4.44982
1861 1 113.084 20.9127 2.08989 -4.44982
2835 1 113.641 19.2425 0.332502 -4.44982
2908 1 114.755 21.459 0.332502 -4.44982
1863 1 115.312 19.7888 2.08989 -4.44982
1935 1 116.426 22.0052 2.08989 -4.44982
2839 1 116.983 20.335 0.332502 -4.44982
1867 1 118.654 20.8812 2.08989 -4.44982
2841 1 119.211 19.211 0.332502 -4.44981
2913 1 120.326 21.4274 0.332502 -4.44983
1869 1 120.883 19.7573 2.08989 -4.44981
1940 1 121.997 21.9737 2.08989 -4.44983
2845 1 122.554 20.3035 0.332502 -4.44984
1873 1 124.225 20.8497 2.08989 -4.44988
2847 1 124.782 19.1795 0.332502 -4.44988
2918 1 125.895 21.3961 0.332502 -4.44969
1874 1 126.453 19.7255 2.08989 -4.45009
1945 1 127.566 21.9427 2.08989 -4.44956
2851 1 128.123 20.2723 0.332502 -4.44957
1879 1 132.014 19.6994 2.08989 -4.41254
1880 1 129.793 20.8197 2.08989 -4.44682
2853 1 130.348 19.1486 0.332502 -4.44647
2923 1 131.468 21.3633 0.332502 -4.43607
1952 1 133.156 21.8987 2.08989 -4.3377
2858 1 133.727 20.2465 0.332502 -4.2371
489 1 -0.113002 2.92391 5.60468 -4.24515
490 1 -1.74775 2.40785 3.84729 -4.18994
491 1 0.470253 1.24327 3.84729 -4.31837
492 1 -1.25181 0.682379 5.60468 -4.24872
493 1 1.99137 1.77596 5.60468 -4.15687
494 1 3.52437 1.19749 3.84729 -4.35604
495 1 4.09932 2.85777 5.60468 -4.35404
496 1 5.26044 0.631189 5.60468 -4.40473
497 1 5.7854 2.27719 3.84729 -4.44291
498 1 7.47401 1.71306 5.60468 -4.44419
499 1 9.14241 1.13952 3.84729 -4.4506
915 1 6.90863 0.0441049 3.84729 -4.45234
500 1 9.70174 2.80341 5.60468 -4.44876
502 1 10.8158 0.570236 5.60468 -4.45
503 1 11.3746 2.23287 3.84729 -4.44992
504 1 13.0484 1.66327 5.60468 -4.44988
505 1 14.7226 1.09378 3.84729 -4.44984
506 1 15.2807 2.7562 5.60468 -4.44984
508 1 16.3968 0.524262 5.60468 -4.4498
509 1 16.9548 2.18666 3.84729 -4.44982
510 1 18.629 1.61711 5.60468 -4.44981
512 1 20.3031 1.04755 3.84729 -4.44981
513 1 20.8612 2.70997 5.60468 -4.44981
514 1 21.9773 0.47799 5.60468 -4.44981
515 1 22.5353 2.14042 3.84729 -4.44981
516 1 24.2095 1.57086 5.60468 -4.44981
518 1 25.8836 1.0013 3.84729 -4.44981
520 1 26.4417 2.66372 5.60468 -4.44981
519 1 27.5578 0.431743 5.60468 -4.44981
521 1 28.1158 2.09417 3.84729 -4.44981
522 1 29.79 1.52461 5.60468 -4.44981
523 1 30.348 3.18704 3.84729 -4.44981
524 1 31.4641 0.955056 3.84729 -4.44982
525 1 32.0222 2.61748 5.60468 -4.44982
526 1 33.6963 2.04793 3.84729 -4.44982
527 1 33.1382 0.385497 5.60468 -4.44982
528 1 35.3704 1.47837 5.60468 -4.44982
529 1 35.9285 3.14081 3.84729 -4.44982
530 1 37.0446 0.908809 3.84729 -4.44982
531 1 37.6027 2.57125 5.60468 -4.44982
533 1 38.7187 0.339237 5.60468 -4.44982
532 1 39.2768 2.00169 3.84729 -4.44982
534 1 40.9509 1.43212 5.60468 -4.44982
536 1 41.509 3.09458 3.84729 -4.44982
535 1 42.6249 0.862526 3.84729 -4.44982
537 1 43.1831 2.525 5.60468 -4.44982
538 1 44.299 0.292919 5.60468 -4.44982
539 1 44.8571 1.95541 3.84729 -4.44982
540 1 46.5311 1.38578 5.60468 -4.44982
542 1 47.0893 3.04829 3.84728 -4.44982
541 1 48.2051 0.816135 3.84728 -4.44981
543 1 48.7632 2.47864 5.60468 -4.44982
544 1 49.879 0.246476 5.60468 -4.4498
545 1 50.4371 1.90895 3.84728 -4.4498
546 1 52.111 1.33923 5.60468 -4.44978
549 1 52.6691 3.0017 3.8473 -4.44978
547 1 53.7851 0.769514 3.84734 -4.4498
548 1 54.343 2.43182 5.60468 -4.44974
550 1 56.0173 1.86204 3.84733 -4.44983
964 1 55.4594 0.199796 5.60468 -4.44991
551 1 57.6919 1.29252 5.60468 -4.45023
552 1 59.3644 0.722259 3.84703 -4.4497
554 1 58.2494 2.95458 3.8473 -4.44982
553 1 59.9252 2.38622 5.60468 -4.4515
555 1 61.5939 1.81556 3.84648 -4.44727
971 1 61.0359 0.15149 5.60468 -4.44676
556 1 63.2578 1.24296 5.60468 -4.41227
557 1 64.9562 0.66763 3.84436 -4.22921
559 1 63.8179 2.90854 3.84687 -4.42083
558 1 65.4821 2.31025 5.60468 -4.29837
1884 1 67.0978 1.76583 3.8432 -4.20632
1466 1 69.3152 2.9117 3.84926 -4.34458
2374 1 68.6704 1.19261 5.60468 -4.29569
1888 1 70.4509 0.64156 3.84283 -4.34133
1956 1 70.8347 2.31744 5.60468 -4.16326
2376 1 71.9778 0.0521694 5.60468 -4.15507
1891 1 73.5196 0.564254 3.84701 -4.34842
1958 1 73.0914 2.26158 5.60468 -4.17043
1472 1 74.6419 2.8142 3.84839 -4.37728
2380 1 75.2323 1.10706 5.60468 -4.40678
1895 1 76.8768 1.67094 3.84748 -4.45182
1963 1 78.5467 2.2147 5.60468 -4.4505
1897 1 79.106 0.544158 3.84742 -4.45055
1477 1 80.2189 2.76057 3.84733 -4.45005
2386 1 80.776 1.09047 5.60468 -4.45004
1901 1 82.4473 1.63673 3.84731 -4.44986
1902 1 84.6754 0.512859 3.84728 -4.44983
1970 1 84.1184 2.18308 5.60468 -4.44974
1483 1 85.7892 2.72952 3.84728 -4.44981
2391 1 86.3464 1.0592 5.60468 -4.4498
1907 1 88.0173 1.60555 3.84728 -4.44982
1908 1 90.2454 0.481566 3.84728 -4.44982
1976 1 89.6882 2.15184 5.60468 -4.44982
1490 1 91.3593 2.6981 3.84729 -4.44982
1912 1 93.5875 1.5741 3.84729 -4.44982
